/* DATA DESCRIPTION:
Citation:	Hammer, C U; Dahl-Jensen, Dorthe (1999): GRIP Accumulation Rates [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.55084
Related to:	Dahl-Jensen, Dorthe; Johnsen, Sigfús Jóhann; Hammer, C U; Clausen, Henrik Brink; Jouzel, Jean (1993): Past accumulation rates derived from observed annual layers in the GRIP ice core from Summit, central Greenland. In: Peltier, W R (ed.), Ice in the Climate System,Springer-Verlag, Berlin-Heidelberg, Germany, 517-532
	GRIP/GISP (1997): The Greenland Summit Ice Cores CD-ROM GISP2/GRIP. National Snow and Ice Data Center, University of Colorado at Boulder, and World Data Center for Paleoclimatology, National Geophysical Data Center, Boulder Colorado, CD-ROM, https://store.pangaea.de/Projects/GRIP-GISP/grip-gisp.iso
	Hammer, C U; Andersen, Katrine K; Clausen, Henrik Brink; Dahl-Jensen, Dorthe; Hvidberg, Christine Schøtt; Iversen, P (1997): The stratigraphic dating of the GRIP ice core. Special Report of the Geophysical Department, Niels Bohr Institute for Astronomy physics and Geophysics, University of Copenhagen
	Johnsen, Sigfús Jóhann; Dahl-Jensen, Dorthe; Dansgaard, W; Gundestrup, Niels S (1995): Greenland palaeotemperatures derived from GRIP bore hole temperature and ice core isotope profiles. Tellus Series B-Chemical and Physical Meteorology, 47(5), 624-629, https://doi.org/10.1034/j.1600-0889.47.issue5.9.x
Project(s):	Greenland Ice Core Projects (GRIP/GISP/NGRIP) (URI: https://en.wikipedia.org/wiki/Greenland_ice_core_project)
Coverage:	LATITUDE: 72.570000 * LONGITUDE: -37.620000
	DATE/TIME START: 1989-06-01T00:00:00 * DATE/TIME END: 1992-07-12T00:00:00
	MINIMUM DEPTH, ice/snow: 0.00 m * MAXIMUM DEPTH, ice/snow: 2983.20 m
Event(s):	GRIP * LATITUDE: 72.570000 * LONGITUDE: -37.620000 * DATE/TIME START: 1989-06-01T00:00:00 * DATE/TIME END: 1992-07-12T00:00:00 * ELEVATION: 3232.0 m * Penetration: 3028.8 m * Recovery: 3028.8 m * LOCATION: Greenland * CAMPAIGN: GRIP * BASIS: Sampling/drilling ice * METHOD/DEVICE: ISTUK electromechanical drill (ISTUK) (URI: https://icedrill.org/library/new-improved-version-istuk-ice-core-drill)
Comment:	Depth at the top of the sample
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
	AGE [ka BP] (Age) * GEOCODE
	Accumulation rate per year [g/cm**2/a] (Acc rate) * PI: Dahl-Jensen, Dorthe (https://orcid.org/0000-0002-1474-1948, qbk693@ku.dk) * METHOD/DEVICE: Calculated * COMMENT: based on d18O
	Layer thickness [m] (Thickness) * PI: Dahl-Jensen, Dorthe (https://orcid.org/0000-0002-1474-1948, qbk693@ku.dk)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	10850 data points
*/
Depth ice/snow [m]	Age [ka BP]	Acc rate [g/cm**2/a]	Thickness [m]
1092.30	6.04700	0.241	0.13140
1092.85	6.05120	0.238	0.12982
1093.40	6.05550	0.238	0.12986
1093.95	6.05970	0.242	0.13210
1094.50	6.06390	0.223	0.12163
1095.05	6.06840	0.250	0.13634
1095.60	6.07240	0.235	0.12787
1096.15	6.07670	0.237	0.12912
1096.70	6.08100	0.219	0.11916
1097.25	6.08560	0.241	0.13107
1097.80	6.08980	0.254	0.13818
1098.35	6.09380	0.230	0.12507
1098.90	6.09820	0.214	0.11596
1099.45	6.10290	0.244	0.13212
1100.00	6.10710	0.243	0.13198
1100.55	6.11120	0.241	0.13064
1101.10	6.11540	0.245	0.13270
1101.65	6.11960	0.247	0.13376
1102.20	6.12370	0.240	0.12986
1102.75	6.12790	0.248	0.13403
1103.30	6.13200	0.221	0.11952
1103.85	6.13660	0.231	0.12492
1104.40	6.14100	0.234	0.12661
1104.95	6.14540	0.214	0.11552
1105.50	6.15010	0.219	0.11802
1106.05	6.15480	0.224	0.12095
1106.60	6.15930	0.242	0.13045
1107.15	6.16360	0.236	0.12709
1107.70	6.16790	0.244	0.13160
1108.25	6.17210	0.221	0.11905
1108.80	6.17670	0.237	0.12757
1109.35	6.18100	0.223	0.12022
1109.90	6.18560	0.244	0.13153
1110.45	6.18970	0.238	0.12804
1111.00	6.19400	0.244	0.13142
1111.55	6.19820	0.245	0.13185
1112.10	6.20240	0.257	0.13786
1112.65	6.20640	0.234	0.12541
1113.20	6.21080	0.242	0.12960
1113.75	6.21500	0.234	0.12558
1114.30	6.21940	0.231	0.12360
1114.85	6.22380	0.236	0.12641
1115.40	6.22820	0.223	0.11923
1115.95	6.23280	0.231	0.12373
1116.50	6.23720	0.235	0.12559
1117.05	6.24160	0.237	0.12692
1117.60	6.24600	0.224	0.11985
1118.15	6.25050	0.233	0.12448
1118.70	6.25500	0.247	0.13173
1119.25	6.25910	0.245	0.13088
1119.80	6.26330	0.240	0.12824
1120.35	6.26760	0.239	0.12748
1120.90	6.27190	0.218	0.11615
1121.45	6.27670	0.241	0.12858
1122.00	6.28090	0.241	0.12836
1122.55	6.28520	0.231	0.12318
1123.10	6.28970	0.238	0.12676
1123.65	6.29400	0.214	0.11382
1124.20	6.29890	0.242	0.12856
1124.75	6.30310	0.224	0.11927
1125.30	6.30780	0.231	0.12281
1125.85	6.31220	0.248	0.13152
1126.40	6.31640	0.236	0.12525
1126.95	6.32080	0.245	0.13000
1127.50	6.32500	0.241	0.12788
1128.05	6.32930	0.243	0.12883
1128.60	6.33360	0.225	0.11921
1129.15	6.33820	0.231	0.12263
1129.70	6.34270	0.226	0.11951
1130.25	6.34730	0.226	0.11966
1130.80	6.35190	0.238	0.12571
1131.35	6.35630	0.241	0.12765
1131.90	6.36060	0.242	0.12818
1132.45	6.36490	0.256	0.13517
1133.00	6.36890	0.216	0.11395
1133.55	6.37380	0.233	0.12286
1134.10	6.37820	0.238	0.12537
1134.65	6.38260	0.232	0.12218
1135.20	6.38710	0.217	0.11461
1135.75	6.39190	0.240	0.12635
1136.30	6.39630	0.232	0.12211
1136.85	6.40080	0.242	0.12742
1137.40	6.40510	0.230	0.12095
1137.95	6.40960	0.222	0.11688
1138.50	6.41430	0.235	0.12376
1139.05	6.41880	0.240	0.12592
1139.60	6.42310	0.237	0.12455
1140.15	6.42760	0.244	0.12798
1140.70	6.43190	0.238	0.12515
1141.25	6.43630	0.233	0.12247
1141.80	6.44070	0.230	0.12042
1142.35	6.44530	0.246	0.12910
1142.90	6.44960	0.235	0.12332
1143.45	6.45400	0.207	0.10825
1144.00	6.45910	0.237	0.12411
1144.55	6.46350	0.217	0.11353
1145.10	6.46840	0.246	0.12888
1145.65	6.47260	0.244	0.12757
1146.20	6.47700	0.238	0.12441
1146.75	6.48140	0.236	0.12338
1147.30	6.48580	0.240	0.12542
1147.85	6.49020	0.225	0.11717
1148.40	6.49490	0.240	0.12540
1148.95	6.49930	0.234	0.12189
1149.50	6.50380	0.249	0.12954
1150.05	6.50810	0.232	0.12076
1150.60	6.51260	0.244	0.12706
1151.15	6.51690	0.231	0.12008
1151.70	6.52150	0.244	0.12678
1152.25	6.52590	0.233	0.12128
1152.80	6.53040	0.233	0.12104
1153.35	6.53490	0.223	0.11594
1153.90	6.53970	0.239	0.12424
1154.45	6.54410	0.236	0.12252
1155.00	6.54860	0.240	0.12438
1155.55	6.55300	0.236	0.12250
1156.10	6.55750	0.241	0.12469
1156.65	6.56190	0.226	0.11692
1157.20	6.56660	0.234	0.12134
1157.75	6.57110	0.244	0.12640
1158.30	6.57550	0.241	0.12488
1158.85	6.57990	0.230	0.11885
1159.40	6.58450	0.237	0.12255
1159.95	6.58900	0.239	0.12337
1160.50	6.59350	0.233	0.12056
1161.05	6.59800	0.248	0.12810
1161.60	6.60230	0.228	0.11762
1162.15	6.60700	0.214	0.11053
1162.70	6.61200	0.230	0.11857
1163.25	6.61660	0.236	0.12164
1163.80	6.62110	0.248	0.12766
1164.35	6.62540	0.230	0.11860
1164.90	6.63010	0.236	0.12147
1165.45	6.63460	0.239	0.12306
1166.00	6.63910	0.218	0.11218
1166.55	6.64400	0.254	0.13074
1167.10	6.64820	0.238	0.12221
1167.65	6.65270	0.238	0.12215
1168.20	6.65720	0.235	0.12052
1168.75	6.66170	0.239	0.12281
1169.30	6.66620	0.231	0.11839
1169.85	6.67090	0.240	0.12295
1170.40	6.67530	0.241	0.12323
1170.95	6.67980	0.249	0.12748
1171.50	6.68410	0.251	0.12846
1172.05	6.68840	0.246	0.12598
1172.60	6.69270	0.243	0.12414
1173.15	6.69720	0.242	0.12360
1173.70	6.70160	0.232	0.11842
1174.25	6.70630	0.231	0.11772
1174.80	6.71090	0.224	0.11439
1175.35	6.71570	0.237	0.12086
1175.90	6.72030	0.248	0.12624
1176.45	6.72470	0.244	0.12437
1177.00	6.72910	0.247	0.12591
1177.55	6.73340	0.253	0.12861
1178.10	6.73770	0.245	0.12467
1178.65	6.74210	0.234	0.11884
1179.20	6.74680	0.226	0.11486
1179.75	6.75150	0.242	0.12284
1180.30	6.75600	0.214	0.10877
1180.85	6.76110	0.238	0.12082
1181.40	6.76560	0.244	0.12409
1181.95	6.77010	0.237	0.12045
1182.50	6.77460	0.232	0.11774
1183.05	6.77930	0.227	0.11506
1183.60	6.78410	0.227	0.11501
1184.15	6.78890	0.236	0.11954
1184.70	6.79350	0.240	0.12135
1185.25	6.79800	0.235	0.11908
1185.80	6.80260	0.225	0.11403
1186.35	6.80740	0.229	0.11597
1186.90	6.81220	0.235	0.11865
1187.45	6.81680	0.247	0.12481
1188.00	6.82120	0.241	0.12175
1188.55	6.82570	0.218	0.11008
1189.10	6.83070	0.230	0.11598
1189.65	6.83550	0.246	0.12376
1190.20	6.83990	0.253	0.12762
1190.75	6.84420	0.225	0.11307
1191.30	6.84910	0.238	0.11976
1191.85	6.85370	0.245	0.12338
1192.40	6.85810	0.256	0.12881
1192.95	6.86240	0.231	0.11625
1193.50	6.86710	0.226	0.11367
1194.05	6.87200	0.235	0.11811
1194.60	6.87660	0.239	0.11976
1195.15	6.88120	0.243	0.12197
1195.70	6.88570	0.253	0.12709
1196.25	6.89000	0.248	0.12445
1196.80	6.89450	0.236	0.11844
1197.35	6.89910	0.235	0.11769
1197.90	6.90380	0.223	0.11141
1198.45	6.90870	0.228	0.11405
1199.00	6.91350	0.251	0.12552
1199.55	6.91790	0.242	0.12088
1200.10	6.92250	0.221	0.11021
1200.65	6.92740	0.239	0.11956
1201.20	6.93200	0.233	0.11651
1201.75	6.93680	0.240	0.11953
1202.30	6.94140	0.249	0.12409
1202.85	6.94580	0.240	0.11958
1203.40	6.95040	0.239	0.11920
1203.95	6.95500	0.249	0.12412
1204.50	6.95940	0.233	0.11583
1205.05	6.96420	0.227	0.11303
1205.60	6.96910	0.237	0.11764
1206.15	6.97370	0.220	0.10925
1206.70	6.97880	0.242	0.12007
1207.25	6.98330	0.228	0.11310
1207.80	6.98820	0.243	0.12081
1208.35	6.99280	0.236	0.11719
1208.90	6.99740	0.245	0.12168
1209.45	7.00200	0.243	0.12026
1210.00	7.00650	0.233	0.11555
1210.55	7.01130	0.242	0.11999
1211.10	7.01590	0.230	0.11365
1211.65	7.02070	0.252	0.12443
1212.20	7.02510	0.233	0.11524
1212.75	7.02990	0.237	0.11708
1213.30	7.03460	0.211	0.10421
1213.85	7.03990	0.238	0.11731
1214.40	7.04460	0.249	0.12267
1214.95	7.04910	0.222	0.10941
1215.50	7.05410	0.217	0.10718
1216.05	7.05920	0.217	0.10713
1216.60	7.06430	0.235	0.11568
1217.15	7.06910	0.214	0.10541
1217.70	7.07430	0.247	0.12155
1218.25	7.07880	0.236	0.11602
1218.80	7.08360	0.244	0.12012
1219.35	7.08810	0.256	0.12581
1219.90	7.09250	0.244	0.11963
1220.45	7.09710	0.243	0.11912
1221.00	7.10170	0.241	0.11813
1221.55	7.10640	0.242	0.11877
1222.10	7.11100	0.232	0.11365
1222.65	7.11590	0.218	0.10682
1223.20	7.12100	0.235	0.11519
1223.75	7.12580	0.240	0.11737
1224.30	7.13050	0.238	0.11642
1224.85	7.13520	0.242	0.11843
1225.40	7.13980	0.256	0.12510
1225.95	7.14420	0.229	0.11174
1226.50	7.14910	0.244	0.11910
1227.05	7.15380	0.227	0.11072
1227.60	7.15870	0.242	0.11815
1228.15	7.16340	0.250	0.12202
1228.70	7.16790	0.239	0.11670
1229.25	7.17260	0.235	0.11433
1229.80	7.17740	0.233	0.11367
1230.35	7.18220	0.250	0.12166
1230.90	7.18680	0.252	0.12262
1231.45	7.19130	0.239	0.11618
1232.00	7.19600	0.245	0.11905
1232.55	7.20060	0.240	0.11678
1233.10	7.20530	0.255	0.12398
1233.65	7.20970	0.239	0.11604
1234.20	7.21450	0.243	0.11778
1234.75	7.21920	0.250	0.12125
1235.30	7.22370	0.249	0.12046
1235.85	7.22830	0.250	0.12107
1236.40	7.23280	0.232	0.11241
1236.95	7.23770	0.229	0.11067
1237.50	7.24270	0.234	0.11325
1238.05	7.24750	0.240	0.11599
1238.60	7.25230	0.225	0.10859
1239.15	7.25730	0.238	0.11491
1239.70	7.26210	0.250	0.12046
1240.25	7.26670	0.236	0.11373
1240.80	7.27150	0.246	0.11863
1241.35	7.27610	0.248	0.11941
1241.90	7.28070	0.258	0.12409
1242.45	7.28520	0.230	0.11094
1243.00	7.29010	0.236	0.11346
1243.55	7.29500	0.248	0.11932
1244.10	7.29960	0.246	0.11814
1244.65	7.30420	0.237	0.11395
1245.20	7.30910	0.247	0.11859
1245.75	7.31370	0.230	0.11061
1246.30	7.31870	0.236	0.11329
1246.85	7.32350	0.242	0.11632
1247.40	7.32830	0.247	0.11857
1247.95	7.33290	0.243	0.11628
1248.50	7.33760	0.233	0.11173
1249.05	7.34250	0.251	0.12011
1249.60	7.34710	0.245	0.11707
1250.15	7.35180	0.242	0.11583
1250.70	7.35660	0.234	0.11210
1251.25	7.36150	0.236	0.11279
1251.80	7.36630	0.234	0.11191
1252.35	7.37130	0.247	0.11777
1252.90	7.37590	0.231	0.11009
1253.45	7.38090	0.246	0.11724
1254.00	7.38560	0.233	0.11101
1254.55	7.39060	0.243	0.11590
1255.10	7.39530	0.248	0.11830
1255.65	7.40000	0.235	0.11169
1256.20	7.40490	0.234	0.11122
1256.75	7.40980	0.233	0.11099
1257.30	7.41480	0.246	0.11698
1257.85	7.41950	0.249	0.11834
1258.40	7.42410	0.228	0.10841
1258.95	7.42920	0.240	0.11385
1259.50	7.43400	0.231	0.10970
1260.05	7.43900	0.235	0.11125
1260.60	7.44400	0.247	0.11718
1261.15	7.44870	0.248	0.11753
1261.70	7.45340	0.231	0.10957
1262.25	7.45840	0.237	0.11225
1262.80	7.46330	0.239	0.11315
1263.35	7.46810	0.241	0.11409
1263.90	7.47290	0.237	0.11193
1264.45	7.47790	0.229	0.10817
1265.00	7.48290	0.246	0.11610
1265.55	7.48770	0.252	0.11903
1266.10	7.49230	0.252	0.11860
1266.65	7.49690	0.233	0.10984
1267.20	7.50190	0.246	0.11587
1267.75	7.50670	0.243	0.11423
1268.30	7.51150	0.251	0.11812
1268.85	7.51620	0.227	0.10659
1269.40	7.52130	0.228	0.10716
1269.95	7.52640	0.231	0.10841
1270.50	7.53150	0.246	0.11573
1271.05	7.53630	0.240	0.11277
1271.60	7.54110	0.232	0.10885
1272.15	7.54620	0.247	0.11603
1272.70	7.55090	0.242	0.11335
1273.25	7.55580	0.215	0.10088
1273.80	7.56120	0.231	0.10812
1274.35	7.56630	0.241	0.11296
1274.90	7.57120	0.234	0.10936
1275.45	7.57620	0.234	0.10922
1276.00	7.58130	0.244	0.11396
1276.55	7.58610	0.233	0.10903
1277.10	7.59110	0.244	0.11370
1277.65	7.59600	0.234	0.10900
1278.20	7.60100	0.232	0.10803
1278.75	7.60610	0.249	0.11600
1279.30	7.61080	0.236	0.10998
1279.85	7.61580	0.252	0.11719
1280.40	7.62050	0.247	0.11490
1280.95	7.62530	0.254	0.11801
1281.50	7.63000	0.255	0.11862
1282.05	7.63460	0.240	0.11164
1282.60	7.63950	0.246	0.11419
1283.15	7.64430	0.236	0.10959
1283.70	7.64940	0.227	0.10516
1284.25	7.65460	0.259	0.12020
1284.80	7.65920	0.242	0.11218
1285.35	7.66410	0.240	0.11100
1285.90	7.66900	0.236	0.10947
1286.45	7.67400	0.251	0.11624
1287.00	7.67880	0.246	0.11380
1287.55	7.68360	0.233	0.10777
1288.10	7.68870	0.230	0.10629
1288.65	7.69390	0.239	0.11052
1289.20	7.69890	0.221	0.10185
1289.75	7.70430	0.251	0.11595
1290.30	7.70900	0.254	0.11717
1290.85	7.71370	0.248	0.11439
1291.40	7.71850	0.241	0.11091
1291.95	7.72350	0.236	0.10854
1292.50	7.72850	0.243	0.11182
1293.05	7.73340	0.226	0.10417
1293.60	7.73870	0.251	0.11554
1294.15	7.74350	0.253	0.11636
1294.70	7.74820	0.244	0.11223
1295.25	7.75310	0.241	0.11066
1295.80	7.75810	0.241	0.11061
1296.35	7.76300	0.252	0.11554
1296.90	7.76780	0.235	0.10789
1297.45	7.77290	0.249	0.11427
1298.00	7.77770	0.242	0.11104
1298.55	7.78270	0.219	0.10005
1299.10	7.78820	0.239	0.10922
1299.65	7.79320	0.253	0.11588
1300.20	7.79790	0.230	0.10502
1300.75	7.80320	0.228	0.10420
1301.30	7.80840	0.223	0.10188
1301.85	7.81380	0.247	0.11251
1302.40	7.81870	0.220	0.10015
1302.95	7.82420	0.243	0.11081
1303.50	7.82920	0.244	0.11125
1304.05	7.83410	0.234	0.10670
1304.60	7.83930	0.248	0.11294
1305.15	7.84410	0.235	0.10698
1305.70	7.84930	0.235	0.10669
1306.25	7.85440	0.239	0.10880
1306.80	7.85950	0.249	0.11302
1307.35	7.86440	0.237	0.10747
1307.90	7.86950	0.220	0.09960
1308.45	7.87500	0.242	0.10989
1309.00	7.88000	0.237	0.10722
1309.55	7.88510	0.255	0.11562
1310.10	7.88990	0.246	0.11144
1310.65	7.89480	0.241	0.10887
1311.20	7.89990	0.245	0.11072
1311.75	7.90480	0.252	0.11395
1312.30	7.90970	0.232	0.10466
1312.85	7.91490	0.247	0.11162
1313.40	7.91980	0.237	0.10694
1313.95	7.92500	0.235	0.10595
1314.50	7.93020	0.238	0.10743
1315.05	7.93530	0.227	0.10214
1315.60	7.94070	0.224	0.10096
1316.15	7.94610	0.238	0.10734
1316.70	7.95120	0.236	0.10606
1317.25	7.95640	0.235	0.10577
1317.80	7.96160	0.231	0.10388
1318.35	7.96690	0.205	0.09200
1318.90	7.97290	0.244	0.10951
1319.45	7.97790	0.243	0.10896
1320.00	7.98300	0.211	0.09450
1320.55	7.98880	0.216	0.09660
1321.10	7.99450	0.231	0.10363
1321.65	7.99980	0.241	0.10810
1322.20	8.00490	0.243	0.10889
1322.75	8.00990	0.240	0.10734
1323.30	8.01500	0.229	0.10252
1323.85	8.02040	0.246	0.10974
1324.40	8.02540	0.229	0.10216
1324.95	8.03080	0.214	0.09550
1325.50	8.03650	0.229	0.10197
1326.05	8.04190	0.221	0.09870
1326.60	8.04750	0.217	0.09690
1327.15	8.05320	0.208	0.09280
1327.70	8.05910	0.218	0.09720
1328.25	8.06480	0.217	0.09650
1328.80	8.07050	0.253	0.11251
1329.35	8.07540	0.249	0.11088
1329.90	8.08030	0.204	0.09070
1330.45	8.08640	0.220	0.09790
1331.00	8.09200	0.201	0.08920
1331.55	8.09820	0.223	0.09880
1332.10	8.10370	0.221	0.09820
1332.65	8.10930	0.224	0.09920
1333.20	8.11490	0.226	0.10022
1333.75	8.12040	0.201	0.08920
1334.30	8.12650	0.171	0.07580
1334.85	8.13380	0.211	0.09330
1335.40	8.13970	0.208	0.09190
1335.95	8.14560	0.222	0.09800
1336.50	8.15130	0.218	0.09620
1337.05	8.15700	0.244	0.10762
1337.60	8.16210	0.235	0.10350
1338.15	8.16740	0.206	0.09080
1338.70	8.17350	0.235	0.10370
1339.25	8.17880	0.236	0.10395
1339.80	8.18400	0.249	0.10971
1340.35	8.18910	0.245	0.10768
1340.90	8.19420	0.233	0.10263
1341.45	8.19950	0.241	0.10607
1342.00	8.20470	0.229	0.10044
1342.55	8.21020	0.220	0.09670
1343.10	8.21590	0.243	0.10673
1343.65	8.22100	0.244	0.10707
1344.20	8.22620	0.240	0.10500
1344.75	8.23140	0.229	0.10050
1345.30	8.23690	0.237	0.10387
1345.85	8.24220	0.244	0.10691
1346.40	8.24730	0.227	0.09920
1346.95	8.25280	0.227	0.09930
1347.50	8.25840	0.242	0.10579
1348.05	8.26360	0.229	0.10018
1348.60	8.26910	0.225	0.09810
1349.15	8.27470	0.251	0.10954
1349.70	8.27970	0.250	0.10884
1350.25	8.28470	0.234	0.10178
1350.80	8.29010	0.240	0.10433
1351.35	8.29540	0.241	0.10505
1351.90	8.30060	0.230	0.10012
1352.45	8.30610	0.228	0.09930
1353.00	8.31170	0.227	0.09880
1353.55	8.31720	0.218	0.09470
1354.10	8.32300	0.242	0.10511
1354.65	8.32830	0.236	0.10248
1355.20	8.33360	0.239	0.10374
1355.75	8.33890	0.250	0.10826
1356.30	8.34400	0.235	0.10171
1356.85	8.34940	0.242	0.10462
1357.40	8.35470	0.220	0.09500
1357.95	8.36050	0.217	0.09370
1358.50	8.36630	0.241	0.10397
1359.05	8.37160	0.229	0.09880
1359.60	8.37720	0.236	0.10183
1360.15	8.38260	0.258	0.11122
1360.70	8.38750	0.252	0.10864
1361.25	8.39260	0.238	0.10269
1361.80	8.39800	0.236	0.10168
1362.35	8.40340	0.231	0.09970
1362.90	8.40890	0.220	0.09480
1363.45	8.41470	0.239	0.10297
1364.00	8.42000	0.249	0.10684
1364.55	8.42520	0.235	0.10089
1365.10	8.43060	0.233	0.10008
1365.65	8.43610	0.235	0.10093
1366.20	8.44160	0.238	0.10197
1366.75	8.44700	0.255	0.10936
1367.30	8.45200	0.234	0.10039
1367.85	8.45750	0.224	0.09580
1368.40	8.46320	0.238	0.10175
1368.95	8.46860	0.254	0.10851
1369.50	8.47370	0.238	0.10178
1370.05	8.47910	0.233	0.09940
1370.60	8.48460	0.248	0.10597
1371.15	8.48980	0.221	0.09430
1371.70	8.49560	0.242	0.10316
1372.25	8.50100	0.254	0.10836
1372.80	8.50600	0.252	0.10734
1373.35	8.51120	0.237	0.10082
1373.90	8.51660	0.220	0.09380
1374.45	8.52250	0.240	0.10192
1375.00	8.52790	0.242	0.10296
1375.55	8.53320	0.217	0.09210
1376.10	8.53920	0.232	0.09870
1376.65	8.54470	0.232	0.09850
1377.20	8.55030	0.246	0.10422
1377.75	8.55560	0.227	0.09620
1378.30	8.56130	0.210	0.08890
1378.85	8.56750	0.238	0.10084
1379.40	8.57290	0.233	0.09870
1379.95	8.57850	0.226	0.09560
1380.50	8.58430	0.230	0.09720
1381.05	8.58990	0.232	0.09800
1381.60	8.59550	0.247	0.10432
1382.15	8.60080	0.243	0.10255
1382.70	8.60620	0.242	0.10230
1383.25	8.61150	0.216	0.09120
1383.80	8.61760	0.224	0.09430
1384.35	8.62340	0.223	0.09400
1384.90	8.62930	0.250	0.10544
1385.45	8.63450	0.250	0.10527
1386.00	8.63970	0.240	0.10074
1386.55	8.64520	0.229	0.09630
1387.10	8.65090	0.249	0.10458
1387.65	8.65610	0.236	0.09890
1388.20	8.66170	0.232	0.09750
1388.75	8.66730	0.252	0.10552
1389.30	8.67250	0.237	0.09940
1389.85	8.67810	0.243	0.10195
1390.40	8.68350	0.225	0.09400
1390.95	8.68930	0.247	0.10346
1391.50	8.69460	0.218	0.09110
1392.05	8.70070	0.230	0.09610
1392.60	8.70640	0.229	0.09540
1393.15	8.71210	0.241	0.10062
1393.70	8.71760	0.241	0.10036
1394.25	8.72310	0.244	0.10181
1394.80	8.72850	0.255	0.10646
1395.35	8.73360	0.242	0.10099
1395.90	8.73910	0.220	0.09140
1396.45	8.74510	0.221	0.09210
1397.00	8.75110	0.225	0.09340
1397.55	8.75700	0.244	0.10153
1398.10	8.76240	0.234	0.09710
1398.65	8.76800	0.250	0.10358
1399.20	8.77340	0.237	0.09840
1399.75	8.77890	0.224	0.09290
1400.30	8.78490	0.251	0.10413
1400.85	8.79010	0.251	0.10396
1401.40	8.79540	0.239	0.09880
1401.95	8.80100	0.251	0.10368
1402.50	8.80630	0.246	0.10152
1403.05	8.81170	0.248	0.10266
1403.60	8.81710	0.239	0.09870
1404.15	8.82260	0.238	0.09840
1404.70	8.82820	0.256	0.10575
1405.25	8.83340	0.254	0.10464
1405.80	8.83870	0.245	0.10086
1406.35	8.84410	0.243	0.10005
1406.90	8.84960	0.242	0.09970
1407.45	8.85510	0.239	0.09850
1408.00	8.86070	0.238	0.09800
1408.55	8.86630	0.260	0.10700
1409.10	8.87150	0.251	0.10297
1409.65	8.87680	0.224	0.09190
1410.20	8.88280	0.246	0.10096
1410.75	8.88830	0.228	0.09360
1411.30	8.89410	0.239	0.09800
1411.85	8.89970	0.242	0.09920
1412.40	8.90530	0.247	0.10126
1412.95	8.91070	0.235	0.09620
1413.50	8.91640	0.220	0.08980
1414.05	8.92250	0.231	0.09460
1414.60	8.92840	0.237	0.09690
1415.15	8.93400	0.237	0.09660
1415.70	8.93970	0.229	0.09360
1416.25	8.94560	0.243	0.09900
1416.80	8.95120	0.227	0.09250
1417.35	8.95710	0.248	0.10103
1417.90	8.96250	0.225	0.09150
1418.45	8.96860	0.238	0.09660
1419.00	8.97420	0.242	0.09840
1419.55	8.97980	0.227	0.09230
1420.10	8.98580	0.249	0.10125
1420.65	8.99120	0.236	0.09580
1421.20	8.99700	0.239	0.09700
1421.75	9.00260	0.211	0.08530
1422.30	9.00910	0.242	0.09790
1422.85	9.01470	0.256	0.10345
1423.40	9.02000	0.255	0.10302
1423.95	9.02530	0.259	0.10459
1424.50	9.03060	0.252	0.10164
1425.05	9.03600	0.244	0.09840
1425.60	9.04160	0.236	0.09530
1426.15	9.04740	0.243	0.09800
1426.70	9.05300	0.235	0.09470
1427.25	9.05880	0.245	0.09880
1427.80	9.06430	0.250	0.10048
1428.35	9.06980	0.254	0.10238
1428.90	9.07520	0.237	0.09530
1429.45	9.08100	0.236	0.09470
1430.00	9.08680	0.244	0.09810
1430.55	9.09240	0.225	0.09020
1431.10	9.09850	0.241	0.09670
1431.65	9.10420	0.237	0.09510
1432.20	9.10990	0.243	0.09760
1432.75	9.11560	0.233	0.09350
1433.30	9.12150	0.235	0.09390
1433.85	9.12730	0.235	0.09420
1434.40	9.13310	0.235	0.09380
1434.95	9.13900	0.247	0.09860
1435.50	9.14460	0.222	0.08870
1436.05	9.15080	0.219	0.08730
1436.60	9.15710	0.208	0.08300
1437.15	9.16370	0.225	0.08950
1437.70	9.16990	0.229	0.09140
1438.25	9.17590	0.232	0.09250
1438.80	9.18180	0.242	0.09610
1439.35	9.18750	0.243	0.09670
1439.90	9.19320	0.248	0.09860
1440.45	9.19880	0.236	0.09390
1441.00	9.20460	0.226	0.08990
1441.55	9.21080	0.233	0.09260
1442.10	9.21670	0.257	0.10185
1442.65	9.22210	0.241	0.09560
1443.20	9.22780	0.240	0.09520
1443.75	9.23360	0.239	0.09450
1444.30	9.23940	0.244	0.09640
1444.85	9.24510	0.249	0.09860
1445.40	9.25070	0.223	0.08820
1445.95	9.25700	0.228	0.09000
1446.50	9.26310	0.248	0.09800
1447.05	9.26870	0.251	0.09910
1447.60	9.27420	0.251	0.09890
1448.15	9.27980	0.241	0.09480
1448.70	9.28560	0.243	0.09570
1449.25	9.29130	0.250	0.09830
1449.80	9.29690	0.239	0.09420
1450.35	9.30280	0.240	0.09420
1450.90	9.30860	0.250	0.09810
1451.45	9.31420	0.229	0.09000
1452.00	9.32030	0.245	0.09620
1452.55	9.32600	0.241	0.09430
1453.10	9.33190	0.240	0.09390
