/* DATA DESCRIPTION:
Citation:	Wolff, Eric William (1999): GRIP Dielectric Profiling (DEP) and Electrical Conductivity (ECM) averaged data [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.55092
Related to:	Clausen, Henrik Brink; Hammer, C U; Christensen, John P; Hvidberg, Christine Schøtt; Dahl-Jensen, Dorthe; Legrand, Michel R; Steffensen, Jørgen Peder (1995): 1250 years of global volcanism as revealed by central Greenland ice cores. In: Delmas, R (ed.), Ice Core Studies of Global Biogeochemical cycles, Annecy, France, NATO Advanced Sciences Institutes Series 1, 30, 175-194
	GRIP Members (1993): Climate instability during the last interglacial period recorded in the GRIP ice core. Nature, 364(6434), 203-207, https://doi.org/10.1038/364203a0
	GRIP/GISP (1997): The Greenland Summit Ice Cores CD-ROM GISP2/GRIP. National Snow and Ice Data Center, University of Colorado at Boulder, and World Data Center for Paleoclimatology, National Geophysical Data Center, Boulder Colorado, CD-ROM, https://store.pangaea.de/Projects/GRIP-GISP/grip-gisp.iso
	Moore, J Casey; Mulvaney, Robert; Paren, J G (1989): Dielectric stratigraphy of ice: a new technique for determining total ionic concentrations in polar ice cores. Geophysical Research Letters, 16, 1177-1180, https://doi.org/10.1029/GL016i010p01177
	Moore, J Casey; Paren, J G (1987): A new technique for dielectric logging of Antarctic ice cores. Journal de Physique, 48C, 155-160, https://doi.org/10.1051/jphyscol:1987123
	Moore, J Casey; Wolff, Eric William; Clausen, Henrik Brink; Hammer, C U; Legrand, Michel R; Fuhrer, Katrin (1994): Electrical response of the Summit-Greenland ice core to ammonium, sulphuric acid, and hydrochloric acid. Geophysical Research Letters, 21(7), 565-568, https://doi.org/10.1029/94GL00542
	Taylor, Kendrick C; Hammer, C U; Alley, Richard B; Clausen, Henrik Brink; Dahl-Jensen, Dorthe; Gow, A J; Gundestrup, Niels S; Kipfstuhl, Sepp; Moore, J Casey; Waddington, Edwin D (1993): Electrical conductivity measurements from the GISP2 and GRIP Greenland ice cores. Nature, 366(6455), 549-552, https://doi.org/10.1038/366549a0
	Wolff, Eric William; Moore, J Casey; Clausen, Henrik Brink; Hammer, C U (1997): Climatic implications of background acidity and other chemistry derived from electrical studies of the Greenland Ice Core Project ice core. Journal of Geophysical Research: Oceans, 102(C12), 26325-26332, https://doi.org/10.1029/96JC02223
	Wolff, Eric William; Moore, J Casey; Clausen, Henrik Brink; Hammer, C U; Kipfstuhl, Sepp; Fuhrer, Katrin (1995): Long-term changes in the acid and salt concentrations of the Greenland Ice Core Project ice core from electrical stratigraphy. Journal of Geophysical Research: Atmospheres, 100(D8), 16249-16264, https://doi.org/10.1029/95JD01174
Project(s):	Greenland Ice Core Projects (GRIP/GISP/NGRIP) (URI: https://en.wikipedia.org/wiki/Greenland_ice_core_project)
Coverage:	LATITUDE: 72.570000 * LONGITUDE: -37.620000
	DATE/TIME START: 1989-06-01T00:00:00 * DATE/TIME END: 1992-07-12T00:00:00
	MINIMUM DEPTH, ice/snow: 138.05 m * MAXIMUM DEPTH, ice/snow: 3021.70 m
Event(s):	GRIP * LATITUDE: 72.570000 * LONGITUDE: -37.620000 * DATE/TIME START: 1989-06-01T00:00:00 * DATE/TIME END: 1992-07-12T00:00:00 * ELEVATION: 3232.0 m * Penetration: 3028.8 m * Recovery: 3028.8 m * LOCATION: Greenland * CAMPAIGN: GRIP * BASIS: Sampling/drilling ice * METHOD/DEVICE: ISTUK electromechanical drill (ISTUK) (URI: https://icedrill.org/library/new-improved-version-istuk-ice-core-drill)
Comment:	Each data point is an average over a 55 cm interval; data are correted, level changes between 730 and 930 m are believed to be spurious (Wolff, et al., 1995) due to poor temperature correction.
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
	AGE [ka BP] (Age) * GEOCODE
	Conductivity, specific [µS/m] (Cond) * PI: Wolff, Eric William (https://orcid.org/0000-0002-5914-8531, ew428@cam.ac.uk) * METHOD/DEVICE: Calculated average/mean values
	Conductivity, electrical, ice (Cond electr) * PI: Wolff, Eric William (https://orcid.org/0000-0002-5914-8531, ew428@cam.ac.uk) * METHOD/DEVICE: Calculated average/mean values * COMMENT: calculated as H+ = 0.03 x I**2; unit=micromol of H+ per kg
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	10346 data points
*/
Depth ice/snow [m]	Age [ka BP]	Cond [µS/m]	Cond electr
1278.20	7.601	19.409	1.426
1278.75	7.606	19.281	1.130
1279.30	7.611	21.438	1.858
1279.85	7.616	21.223	1.596
1280.40	7.621	20.934	2.221
1280.95	7.625	21.375	2.228
1281.50	7.630	19.738	1.664
1282.05	7.635	21.529	2.136
1282.60	7.640	21.152	2.464
1283.15	7.644	20.872	2.138
1283.70	7.649	20.958	1.832
1284.25	7.655	23.715	2.596
1284.80	7.659	20.453	2.000
1285.35	7.664	20.153	1.783
1285.90	7.669	21.590	1.641
1286.45	7.674	20.506	1.675
1287.00	7.679	21.159	1.912
1287.55	7.684	20.717	1.913
1288.10	7.689	23.538	2.207
1288.65	7.694	22.020	1.765
1289.20	7.699	20.899	1.736
1289.75	7.704	22.743	2.358
1290.30	7.709	19.648	1.617
1290.85	7.714	23.664	2.217
1291.40	7.719	18.565	1.601
1291.95	7.724	18.995	1.602
1292.50	7.729	21.987	2.334
1293.05	7.733	21.410	1.884
1293.60	7.739	19.908	1.914
1294.15	7.744	20.366	2.502
1294.70	7.748	19.575	1.442
1295.25	7.753	24.081	2.167
1295.80	7.758	20.456	2.306
1296.35	7.763	21.070	2.686
1296.90	7.768	23.112	2.827
1297.45	7.773	20.412	2.227
1298.00	7.778	20.529	2.344
1298.55	7.783	19.194	2.260
1299.10	7.788	20.903	2.504
1299.65	7.793	19.874	1.575
1300.20	7.798	25.216	1.851
1300.75	7.803	18.887	1.054
1301.30	7.808	18.095	1.202
1301.85	7.814	18.713	1.014
1302.40	7.819	21.566	1.468
1302.95	7.824	19.163	1.130
1303.50	7.829	19.480	1.104
1304.05	7.834	19.930	1.105
1304.60	7.839	24.415	1.661
1305.15	7.844	19.283	1.144
1305.70	7.849	19.836	1.118
1306.25	7.854	22.460	1.209
1306.80	7.860	20.996	1.486
1307.35	7.864	20.381	1.476
1307.90	7.870	16.997	1.213
1308.45	7.875	16.516	0.896
1309.00	7.880	19.614	1.202
1309.55	7.885	21.661	1.324
1310.10	7.890	17.867	0.944
1310.65	7.895	20.856	1.276
1311.20	7.900	19.889	1.114
1311.75	7.905	21.307	1.625
1312.30	7.910	19.640	1.346
1312.85	7.915	20.199	1.390
1313.40	7.920	22.015	1.234
1313.95	7.925	19.964	1.126
1314.50	7.930	17.278	1.108
1315.05	7.935	21.005	1.473
1315.60	7.941	20.876	1.514
1316.15	7.946	19.313	1.300
1316.70	7.951	21.645	1.238
1317.25	7.956	21.102	1.656
1317.80	7.962	19.726	1.354
1318.35	7.967	18.474	1.112
1318.90	7.973	19.968	1.506
1319.45	7.978	19.785	1.298
1320.00	7.983	20.824	1.334
1320.55	7.989	21.299	1.176
1321.10	7.995	19.960	1.172
1321.65	8.000	19.583	1.232
1322.20	8.005	22.595	1.521
1322.75	8.010	21.259	1.125
1323.30	8.015	21.789	1.595
1323.85	8.020	19.635	1.246
1324.40	8.025	20.105	1.192
1324.95	8.031	20.968	1.157
1325.50	8.037	16.476	0.864
1326.05	8.042	18.684	1.458
1326.60	8.048	18.604	1.426
1327.15	8.053	18.295	1.366
1327.70	8.059	17.196	1.073
1328.25	8.065	19.515	1.580
1328.80	8.071	18.507	1.384
1329.35	8.075	19.094	0.981
1329.90	8.080	20.577	1.334
1330.45	8.086	18.140	0.954
1331.00	8.092	17.449	1.145
1331.55	8.098	24.930	1.525
1332.10	8.104	24.779	1.729
1332.65	8.109	21.161	1.234
1333.20	8.115	19.002	0.756
1333.75	8.120	24.468	1.563
1334.30	8.127	22.879	1.548
1334.85	8.134	22.659	1.545
1335.40	8.140	22.199	1.630
1335.95	8.146	26.216	1.568
1336.50	8.151	25.129	1.934
1337.05	8.157	24.305	1.660
1337.60	8.162	22.449	1.386
1338.15	8.167	19.486	1.112
1338.70	8.174	20.974	1.314
1339.25	8.179	23.189	1.884
1339.80	8.184	22.675	1.630
1340.35	8.189	28.540	2.245
1340.90	8.194	23.850	1.614
1341.45	8.200	21.151	1.426
1342.00	8.205	23.157	1.350
1342.55	8.210	25.026	1.746
1343.10	8.216	24.667	1.553
1343.65	8.221	23.435	1.387
1344.20	8.226	20.490	1.041
1344.75	8.231	21.508	1.169
1345.30	8.237	22.728	1.510
1345.85	8.242	22.025	1.126
1346.40	8.247	29.328	2.472
1346.95	8.253	20.744	1.393
1347.50	8.258	20.976	0.972
1348.05	8.264	24.814	1.330
1348.60	8.269	23.727	1.242
1349.15	8.275	22.178	1.381
1349.70	8.280	21.556	1.318
1350.25	8.285	24.214	1.673
1350.80	8.290	21.108	1.287
1351.35	8.295	21.889	1.254
1351.90	8.301	19.991	1.055
1352.45	8.306	23.545	1.333
1353.00	8.312	23.209	1.264
1353.55	8.317	21.671	1.341
1354.10	8.323	26.483	2.043
1354.65	8.328	37.837	3.055
1355.20	8.334	20.940	1.475
1355.75	8.339	21.377	1.388
1356.30	8.344	20.164	1.302
1356.85	8.349	23.638	1.578
1357.40	8.355	21.813	1.304
1357.95	8.361	22.015	1.460
1358.50	8.366	23.820	1.530
1359.05	8.372	26.634	1.893
1359.60	8.377	25.231	1.788
1360.15	8.383	21.826	1.219
1360.70	8.388	23.269	1.632
1361.25	8.393	26.256	2.207
1361.80	8.398	26.248	1.631
1362.35	8.403	27.272	2.044
1362.90	8.409	26.136	1.999
1363.45	8.415	22.750	1.247
1364.00	8.420	22.490	1.340
1364.55	8.425	22.544	1.359
1365.10	8.431	22.636	1.336
1365.65	8.436	22.495	1.460
1366.20	8.442	24.102	1.662
1366.75	8.447	23.096	1.354
1367.30	8.452	25.367	1.811
1367.85	8.458	23.009	1.684
1368.40	8.463	26.858	2.634
1368.95	8.469	30.411	3.075
1369.50	8.474	20.057	1.188
1370.05	8.479	21.865	1.500
1370.60	8.485	22.906	1.807
1371.15	8.490	20.451	1.541
1371.70	8.496	21.905	1.885
1372.25	8.501	20.596	1.690
1372.80	8.506	22.698	1.601
1373.35	8.511	20.490	1.171
1373.90	8.517	19.988	1.087
1374.45	8.523	22.590	1.843
1375.00	8.528	21.504	1.992
1375.55	8.533	21.169	1.961
1376.10	8.539	20.830	1.876
1376.65	8.545	18.946	1.224
1377.20	8.550	18.423	1.244
1377.75	8.556	20.173	1.684
1378.30	8.561	19.799	1.688
1378.85	8.568	22.372	2.143
1379.40	8.573	21.050	1.867
1379.95	8.579	44.484	4.702
1380.50	8.584	32.413	3.038
1381.05	8.590	22.146	1.008
1381.60	8.596	23.550	1.269
1382.15	8.601	22.247	1.174
1382.70	8.606	19.913	1.506
1383.25	8.612	21.241	1.627
1383.80	8.618	17.681	0.929
1384.35	8.623	18.790	1.280
1384.90	8.629	23.752	2.078
1385.45	8.635	22.244	2.595
1386.00	8.640	25.750	2.215
1386.55	8.645	21.748	1.775
1387.10	8.651	21.357	1.542
1387.65	8.656	20.341	1.575
1388.20	8.662	23.762	2.110
1388.75	8.667	19.083	1.143
1389.30	8.673	19.102	1.531
1389.85	8.678	21.479	1.488
1390.40	8.684	23.280	2.064
1390.95	8.689	20.563	1.582
1391.50	8.695	21.016	1.507
1392.05	8.701	20.470	1.440
1392.60	8.706	20.356	1.387
1393.15	8.712	19.382	1.163
1393.70	8.718	19.685	1.268
1394.25	8.723	23.082	1.930
1394.80	8.729	23.749	1.837
1395.35	8.734	22.213	1.405
1395.90	8.739	19.821	1.321
1396.45	8.745	19.293	1.399
1397.00	8.751	19.810	1.505
1397.55	8.757	19.435	1.290
1398.10	8.762	19.067	1.639
1398.65	8.768	18.305	1.348
1399.20	8.773	20.354	1.654
1399.75	8.779	21.143	1.830
1400.30	8.785	20.450	1.625
1400.85	8.790	18.573	0.980
1401.40	8.795	21.844	1.849
1401.95	8.801	22.062	1.641
1402.50	8.806	21.249	1.575
1403.05	8.812	20.255	1.118
1403.60	8.817	23.409	1.860
1404.15	8.823	31.414	3.216
1404.70	8.828	21.111	1.450
1405.25	8.833	20.714	1.607
1405.80	8.839	22.979	2.013
1406.35	8.844	21.075	1.307
1406.90	8.850	16.714	0.837
1407.45	8.855	17.392	1.162
1408.00	8.861	17.100	1.369
1408.55	8.866	18.972	1.771
1409.10	8.872	20.036	1.591
1409.65	8.877	20.346	1.632
1410.20	8.883	20.129	1.142
1410.75	8.888	20.160	1.288
1411.30	8.894	22.700	1.366
1411.85	8.900	21.333	0.587
1412.40	8.905	19.388	0.760
1412.95	8.911	21.148	1.192
1413.50	8.916	23.150	1.668
1414.05	8.923	26.525	2.525
1414.60	8.928	23.720	2.213
1415.15	8.934	22.870	1.514
1415.70	8.940	22.956	1.288
1416.25	8.946	22.484	1.172
1416.80	8.951	21.531	1.419
1417.35	8.957	19.227	1.064
1417.90	8.963	21.116	1.357
1418.45	8.969	23.436	1.956
1419.00	8.974	19.269	1.026
1419.55	8.980	18.424	1.068
1420.10	8.986	18.312	1.210
1420.65	8.991	19.218	1.433
1421.20	8.997	20.580	1.501
1421.75	9.003	19.636	1.392
1422.30	9.009	19.831	1.130
1422.85	9.015	20.422	1.347
1423.40	9.020	20.360	1.572
1423.95	9.025	20.073	1.681
1424.50	9.031	21.941	1.686
1425.05	9.036	26.859	2.563
1425.60	9.042	20.480	1.825
1426.15	9.047	21.894	2.508
1426.70	9.053	19.218	1.598
1427.25	9.059	25.090	2.414
1427.80	9.064	19.726	1.549
1428.35	9.070	18.018	1.376
1428.90	9.075	20.735	1.386
1429.45	9.081	22.015	1.800
1430.00	9.087	19.416	1.543
1430.55	9.092	20.746	1.750
1431.10	9.099	20.475	1.513
1431.65	9.104	21.892	1.910
1432.20	9.110	23.371	2.343
1432.75	9.116	22.552	1.983
1433.30	9.122	20.959	1.614
1433.85	9.127	21.335	1.462
1434.40	9.133	20.517	1.674
1434.95	9.139	21.637	2.327
1435.50	9.145	18.612	1.512
1436.05	9.151	22.082	2.240
1436.60	9.157	18.451	1.670
1437.15	9.164	19.321	1.916
1437.70	9.170	20.552	2.342
1438.25	9.176	22.029	2.770
1438.80	9.182	19.554	2.270
1439.35	9.188	17.083	1.143
1439.90	9.193	19.394	1.683
1440.45	9.199	18.824	1.290
1441.00	9.205	18.960	0.645
1441.55	9.211	22.288	1.355
1442.10	9.217	18.981	1.253
1442.65	9.222	23.327	1.681
1443.20	9.228	19.678	1.068
1443.75	9.234	20.122	1.438
1444.30	9.239	21.362	0.919
1444.85	9.245	21.064	1.076
1445.40	9.251	20.648	0.824
1445.95	9.257	24.889	2.542
1446.50	9.263	20.139	1.966
1447.05	9.269	18.792	1.288
1447.60	9.274	22.307	1.777
1448.15	9.280	19.017	0.786
1448.70	9.286	19.442	1.818
1449.25	9.291	20.215	1.911
1449.80	9.297	19.662	1.917
1450.35	9.303	20.825	2.298
1450.90	9.309	20.045	1.614
1451.45	9.314	18.917	1.506
1452.00	9.320	21.859	2.390
1452.55	9.326	26.014	2.984
1453.10	9.332	20.113	1.670
1453.65	9.338	20.382	1.354
1454.20	9.343	20.645	1.516
1454.75	9.349	21.826	1.748
1455.30	9.355	23.554	1.850
1455.85	9.361	20.879	1.235
1456.40	9.366	23.135	1.842
1456.95	9.373	25.499	2.106
1457.50	9.378	25.095	1.757
1458.05	9.384	24.003	1.844
1458.60	9.390	25.062	1.871
1459.15	9.396	26.947	2.791
1459.70	9.402	30.024	3.145
1460.25	9.408	25.963	1.863
1460.80	9.413	26.709	2.844
1461.35	9.420	28.162	3.241
1461.90	9.425	28.193	2.657
1462.45	9.431	27.180	2.506
1463.00	9.438	22.942	1.978
1463.55	9.444	19.234	1.185
1464.10	9.451	21.086	1.449
1464.65	9.457	21.312	2.063
1465.20	9.462	24.386	1.524
1465.75	9.468	18.807	0.892
1466.30	9.474	21.814	1.647
1466.85	9.480	23.360	2.510
1467.40	9.486	19.492	1.839
1467.95	9.492	18.460	1.795
1468.50	9.498	19.674	1.725
1469.05	9.504	21.810	1.964
1469.60	9.510	19.454	1.570
1470.15	9.516	20.297	1.446
1470.70	9.522	18.552	1.330
1471.25	9.528	17.945	1.288
1471.80	9.534	21.059	1.517
1472.35	9.540	20.394	1.521
1472.90	9.546	18.699	1.243
1473.45	9.552	19.627	1.341
1474.00	9.558	23.210	2.038
1474.55	9.564	18.867	1.222
1475.10	9.569	21.909	1.838
1475.65	9.575	22.364	2.167
1476.20	9.581	22.140	2.172
1476.75	9.587	20.010	1.626
1477.30	9.594	22.549	2.088
1477.85	9.600	19.904	1.832
1478.40	9.606	20.105	1.972
1478.95	9.612	21.761	1.788
1479.50	9.618	22.434	1.661
1480.05	9.624	23.155	1.829
1480.60	9.630	20.563	1.870
1481.15	9.636	23.632	2.686
1481.70	9.642	21.603	2.074
1482.25	9.648	24.207	2.559
1482.80	9.654	26.365	2.700
1483.35	9.661	26.246	3.222
1483.90	9.667	24.591	2.756
1484.45	9.673	22.457	1.923
1485.00	9.679	22.675	2.070
1485.55	9.686	20.355	1.397
1486.10	9.692	21.240	1.854
1486.65	9.697	19.788	1.360
1487.20	9.704	21.885	2.099
1487.75	9.710	20.074	1.783
1488.30	9.716	21.524	2.038
1488.85	9.722	22.396	1.921
1489.40	9.728	23.569	1.816
1489.95	9.734	21.265	2.054
1490.50	9.740	20.162	1.888
1491.05	9.746	24.008	2.578
1491.60	9.753	22.999	2.306
1492.15	9.758	23.360	2.513
1492.70	9.764	27.008	2.920
1493.25	9.771	21.197	1.641
1493.80	9.777	21.696	2.048
1494.35	9.783	22.488	1.965
1494.90	9.789	20.264	1.812
1495.45	9.795	21.174	1.769
1496.00	9.802	24.227	2.582
1496.55	9.809	20.308	1.937
1497.10	9.815	20.527	2.117
1497.65	9.821	22.399	2.326
1498.20	9.827	22.931	2.139
1498.75	9.833	20.690	2.020
1499.30	9.839	21.195	2.259
1499.85	9.845	28.294	3.617
1500.40	9.852	24.283	2.388
1500.95	9.858	22.351	2.188
1501.50	9.864	22.436	2.113
1502.05	9.870	25.281	2.705
1502.60	9.876	23.992	2.500
1503.15	9.883	21.366	2.056
1503.70	9.889	22.175	2.394
1504.25	9.895	25.604	2.782
1504.80	9.902	24.609	2.005
1505.35	9.909	30.747	3.462
1505.90	9.915	26.890	3.058
1506.45	9.922	27.459	2.656
1507.00	9.929	22.238	1.748
1507.55	9.935	22.902	1.910
1508.10	9.941	26.021	2.626
1508.65	9.948	23.794	2.468
1509.20	9.955	22.294	2.169
1509.75	9.962	20.110	1.342
1510.30	9.968	21.364	1.964
1510.85	9.974	23.852	2.166
1511.40	9.980	23.196	2.723
1511.95	9.987	24.018	3.116
1514.15	10.014	20.095	1.656
1514.70	10.020	20.468	2.259
1515.25	10.026	18.811	1.340
1515.80	10.032	21.884	1.772
1516.35	10.039	20.502	1.555
1516.90	10.045	29.322	2.857
1517.45	10.052	24.122	1.588
1518.00	10.059	21.283	1.850
1519.65	10.079	21.357	2.163
1520.20	10.085	22.863	2.071
1520.75	10.092	26.544	2.792
1521.30	10.099	20.692	1.823
1521.85	10.106	19.731	1.222
1522.40	10.112	22.486	1.717
1522.95	10.120	22.041	1.458
1523.50	10.127	20.046	1.312
1524.05	10.134	20.670	1.476
1524.60	10.140	22.352	1.642
1525.15	10.147	22.966	2.034
1525.70	10.154	22.302	2.159
1526.25	10.161	19.487	1.481
1526.80	10.168	21.082	1.462
1527.35	10.174	20.725	1.346
1527.90	10.181	20.902	1.769
1528.45	10.188	27.910	3.004
1529.00	10.195	31.733	3.040
1529.55	10.202	31.442	3.333
1530.10	10.208	24.497	2.575
1530.65	10.215	21.942	2.394
1531.20	10.222	17.425	1.479
1531.75	10.229	17.204	1.592
1532.30	10.237	20.192	2.271
1532.85	10.244	17.240	1.831
1533.40	10.252	15.372	1.552
1533.95	10.259	16.206	1.539
1534.50	10.266	18.023	1.903
1535.05	10.273	19.640	1.759
1535.60	10.280	18.230	1.541
1536.15	10.286	24.298	2.559
1536.70	10.293	20.848	1.833
1537.25	10.300	20.104	1.630
1537.80	10.307	22.229	2.395
1538.35	10.314	19.267	1.589
1538.90	10.320	36.228	4.723
1539.45	10.327	18.875	1.659
1540.00	10.334	20.117	1.959
1540.55	10.340	20.121	1.942
1541.10	10.348	21.061	2.205
1541.65	10.354	18.635	1.955
1542.20	10.361	21.224	2.282
1542.75	10.369	20.805	2.224
1543.30	10.376	20.995	2.061
1543.85	10.383	18.112	1.630
1544.40	10.390	21.570	2.553
1544.95	10.397	21.693	2.082
1545.50	10.404	21.826	2.008
1546.05	10.412	18.583	1.633
1546.60	10.419	21.879	2.202
1547.15	10.427	20.919	1.780
1547.70	10.434	22.722	1.862
1548.25	10.441	21.465	1.846
1548.80	10.448	21.170	1.580
1549.35	10.455	22.451	1.974
1549.90	10.462	22.836	1.982
1550.45	10.469	25.315	2.569
1551.00	10.476	22.447	1.813
1551.55	10.483	23.361	2.370
1552.10	10.491	24.073	1.801
1552.65	10.498	23.121	1.635
1553.20	10.505	22.226	1.617
1553.75	10.512	26.451	2.266
1554.30	10.519	22.764	2.132
1554.85	10.527	20.403	1.849
1555.40	10.535	20.117	1.406
1555.95	10.542	18.444	1.420
1556.50	10.548	24.032	2.292
1557.05	10.556	19.615	2.081
1557.60	10.564	15.310	1.077
1558.15	10.571	18.682	1.733
1558.70	10.579	17.639	1.447
1559.25	10.587	19.380	1.648
1559.80	10.594	20.041	1.960
1560.35	10.602	20.275	1.920
1560.90	10.609	21.113	1.642
1561.45	10.616	23.412	2.142
1562.00	10.623	24.173	2.157
1562.55	10.630	22.280	2.351
1563.10	10.638	26.445	2.819
1563.65	10.646	25.158	2.296
1564.20	10.653	24.337	2.532
1564.75	10.661	21.551	2.299
1565.30	10.668	21.592	1.882
1565.85	10.677	20.352	1.622
1566.40	10.686	20.301	1.840
1566.95	10.693	22.360	2.147
1567.50	10.701	19.634	1.527
1568.05	10.709	19.060	1.376
1568.60	10.717	18.588	1.409
1569.15	10.725	19.051	1.513
1569.70	10.733	20.930	1.628
1570.25	10.741	22.075	1.767
1570.80	10.749	21.089	1.666
1571.35	10.756	20.604	1.973
1571.90	10.764	23.290	1.731
1572.45	10.772	22.872	1.748
1573.00	10.780	24.338	2.559
1573.55	10.788	23.850	1.942
1574.10	10.796	25.117	1.778
1574.65	10.804	25.081	2.566
1575.20	10.812	21.206	1.285
1575.75	10.820	23.142	1.626
1576.30	10.828	21.237	1.510
1576.85	10.837	19.082	1.521
1577.40	10.844	19.396	1.901
1577.95	10.851	18.034	1.479
1578.50	10.859	19.563	1.346
1579.05	10.867	19.398	1.632
1579.60	10.875	20.854	1.672
1580.15	10.882	22.324	2.152
1580.70	10.890	21.872	1.907
1581.25	10.898	19.274	1.452
1581.80	10.906	19.783	1.841
1582.35	10.914	20.677	1.787
1582.90	10.921	22.094	2.289
1583.45	10.929	24.557	2.896
1584.00	10.939	22.743	2.695
1584.55	10.947	20.234	2.469
1585.10	10.955	21.280	1.851
1585.65	10.964	21.662	1.861
1586.20	10.972	19.684	1.554
1586.75	10.980	20.814	1.764
1587.30	10.988	27.211	1.741
1587.85	10.996	25.090	1.957
1588.40	11.005	25.398	2.561
1588.95	11.015	21.780	1.491
1589.50	11.022	20.758	1.552
1590.05	11.031	17.631	1.372
1590.60	11.039	20.554	2.149
1591.15	11.047	25.686	2.521
1591.70	11.057	21.904	2.059
1592.25	11.065	22.472	2.482
1592.80	11.073	26.828	3.385
1593.35	11.081	27.883	3.481
1593.90	11.090	23.598	1.948
1594.45	11.099	24.224	2.303
1595.00	11.107	25.019	2.387
1595.55	11.115	29.503	2.716
1596.10	11.123	25.253	2.591
1596.65	11.131	24.712	2.489
1597.20	11.138	20.894	1.907
1597.75	11.146	20.803	1.472
1598.30	11.155	23.836	2.278
1598.85	11.162	30.847	3.766
1599.40	11.170	18.976	1.768
1599.95	11.180	19.644	1.955
1600.50	11.188	22.635	2.121
1601.05	11.197	20.714	1.769
1601.60	11.205	19.136	1.651
1602.15	11.214	18.352	1.562
1602.70	11.223	21.147	2.090
1603.25	11.231	22.985	2.753
1603.80	11.241	22.120	2.609
1604.35	11.250	21.748	2.162
1604.90	11.259	21.156	2.206
1605.45	11.270	20.544	1.838
1606.00	11.280	19.094	1.746
1606.55	11.290	20.726	2.203
1607.10	11.298	18.236	1.490
1607.65	11.309	18.722	1.601
1608.20	11.319	18.841	1.908
1608.75	11.328	18.373	1.815
1609.30	11.337	21.686	2.220
1609.85	11.347	21.407	2.162
1610.40	11.356	18.478	1.552
1610.95	11.364	20.545	2.176
1611.50	11.373	21.330	2.424
1612.05	11.381	20.760	2.112
1612.60	11.391	18.550	1.559
1613.15	11.400	15.602	1.118
1613.70	11.409	16.759	1.284
1614.25	11.417	17.762	1.720
1614.80	11.425	19.523	2.768
1615.35	11.433	20.897	2.972
1615.90	11.441	19.572	2.244
1616.45	11.450	16.768	1.056
1617.00	11.458	18.153	1.445
1617.55	11.467	16.017	0.847
1618.10	11.476	20.502	1.761
1618.65	11.484	20.489	1.272
1619.20	11.493	21.428	1.648
1619.75	11.502	20.161	1.440
1620.30	11.510	21.718	1.765
1620.85	11.521	19.034	1.213
1621.40	11.528	18.297	0.974
1621.95	11.537	19.259	1.463
1622.50	11.547	17.220	0.933
1623.05	11.557	17.803	0.880
1623.60	11.568	14.440	0.400
1624.15	11.579	12.544	0.218
1624.70	11.596	9.456	0.006
1625.25	11.612	10.244	0.004
1625.80	11.624	9.610	0.004
1626.35	11.636	9.805	0.004
1626.90	11.650	9.735	0.003
1627.45	11.666	11.754	0.007
1628.00	11.688	10.449	0.019
1628.55	11.699	9.941	0.004
1629.10	11.714	10.278	0.003
1629.65	11.734	10.075	0.004
1630.20	11.746	9.946	0.003
1630.75	11.763	10.004	0.004
1631.30	11.783	9.252	0.004
1631.85	11.799	9.545	0.003
1632.40	11.812	9.706	0.002
1632.95	11.828	9.657	0.018
1633.50	11.841	10.364	0.070
1634.05	11.854	10.397	0.106
1634.60	11.871	10.766	0.123
1635.15	11.886	9.844	0.002
1635.70	11.901	9.798	0.002
1636.25	11.915	10.268	0.002
1636.80	11.929	10.875	0.002
1637.35	11.943	10.181	0.004
1637.90	11.957	10.224	0.002
1638.45	11.973	10.450	0.002
1639.00	11.991	10.938	0.116
1639.55	12.005	10.529	0.035
1640.10	12.022	10.412	0.002
1640.65	12.036	10.334	0.003
1641.20	12.052	11.977	0.117
1641.75	12.072	9.631	0.003
1642.30	12.082	10.064	0.003
1642.85	12.101	10.022	0.002
1643.40	12.118	10.868	0.002
1643.95	12.135	10.059	0.002
1644.50	12.148	10.158	0.002
1645.05	12.168	9.445	0.002
1645.60	12.183	9.222	0.002
1646.15	12.201	9.089	0.002
1646.70	12.219	8.584	0.002
1647.25	12.231	8.603	0.003
1647.80	12.246	9.342	0.002
1648.35	12.264	8.727	0.001
1648.90	12.281	8.023	0.002
1649.45	12.294	9.032	0.002
1650.00	12.311	8.521	0.001
1650.55	12.326	9.177	0.017
1651.10	12.342	9.329	0.002
1651.65	12.362	9.076	0.002
1652.20	12.382	9.323	0.002
1652.75	12.400	11.198	0.134
1653.30	12.421	9.420	0.003
1653.85	12.435	9.540	0.002
1654.40	12.456	10.551	0.002
1654.95	12.476	10.210	0.002
1655.50	12.493	10.785	0.002
1656.05	12.512	10.700	0.002
1656.60	12.534	10.667	0.001
1657.15	12.557	10.659	0.103
1657.70	12.580	12.371	0.001
1658.25	12.598	9.245	0.002
1658.80	12.613	9.692	0.002
1659.35	12.632	10.546	0.002
1659.90	12.645	9.582	0.009
1660.45	12.658	10.467	0.041
1661.00	12.672	10.305	0.059
1661.55	12.683	13.774	0.500
