/* DATA DESCRIPTION:
Citation:	Alley, Richard B (1999): GISP2 Stratigraphy [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.56103
Related to:	Alley, Richard B; Meese, D A; Shuman, Christopher A; Gow, A J; Taylor, Kendrick C; Grootes, Pieter Meiert; White, James W C; Ram, M; Waddington, Edwin D; Mayewski, Paul Andrew; Zielinski, G A (1993): Abrupt increase in Greenland snow accumulation at the end of the Younger Dryas event. Nature, 362(6420), 527-529, https://doi.org/10.1038/362527a0
	Alley, Richard B; Saltzman, Eric S; Cuffey, Kurt M; Fitzpatrick, Joan J (1990): Summertime formation of depth hoar in central Greenland. Geophysical Research Letters, 17, 2393-2396, https://doi.org/10.1029/GL017i013p02393
	Alley, Richard B; Shuman, Christopher A; Meese, D A; Gow, A J; Taylor, Kendrick C; Cuffey, Kurt M; Fitzpatrick, Joan J; Grootes, Pieter Meiert; Zielinski, G A; Ram, M; Spinelli, Glenn; Elder, Bruce C (1997): Visual-stratigraphic dating of the GISP2 ice core: Basis, reproducibility, and application. Journal of Geophysical Research: Oceans, 102(C12), 26367-26382, https://doi.org/10.1029/96JC03837
	GRIP/GISP (1997): The Greenland Summit Ice Cores CD-ROM GISP2/GRIP. National Snow and Ice Data Center, University of Colorado at Boulder, and World Data Center for Paleoclimatology, National Geophysical Data Center, Boulder Colorado, CD-ROM, https://store.pangaea.de/Projects/GRIP-GISP/grip-gisp.iso
	Kapsner, W R; Alley, Richard B; Shuman, Christopher A; Anandakrishnan, Sridhar; Grootes, Pieter Meiert (1995): Dominant influence of atmospheric circulation on snow accumulation in Greenland over the past 18,000 years. Nature, 373(6509), 52-54, https://doi.org/10.1038/373052a0
	Meese, D A; Gow, A J; Alley, Richard B; Zielinski, G A; Grootes, Pieter Meiert; Ram, M; Taylor, Kendrick C; Mayewski, Paul Andrew; Bolzan, J F (1997): The Greenland Ice Sheet Project 2 depth-age scale: Methods and results. Journal of Geophysical Research: Oceans, 102(C12), 26411-26424, https://doi.org/10.1029/97JC00269
	Spinelli, Glenn (1996): A statistical analysis of ice-accumulation level and variability in the GISP2 ice core and a reexamination of the age of the termination of the Younger Dryas cooling episode. Earth System Science Center Technical Report University of New, 96-001
Project(s):	Greenland Ice Core Projects (GRIP/GISP/NGRIP) (URI: https://en.wikipedia.org/wiki/Greenland_ice_core_project)
Coverage:	LATITUDE: 72.588000 * LONGITUDE: -38.457000
	MINIMUM ELEVATION: 3203.0 m * MAXIMUM ELEVATION: 3203.0 m
Event(s):	GISP2-D_Strat * LATITUDE: 72.588000 * LONGITUDE: -38.457000 * ELEVATION: 3203.0 m * LOCATION: Greenland * CAMPAIGN: GISP * BASIS: Sampling/drilling ice * METHOD/DEVICE: Dummy (DUMMY)
Comment:	Depths of mid-summer as determined separately from ECM and visual stratigraphy in the GISP2-D ice core. Also given are calculated layer thicknesses (true and ice equivalent) and calculated accumulation rates. Factor A = (accum)/(layer thickness). Summ. refers to the calender year associated with the mid-summer pick.
Parameter(s):	AGE [ka BP] (Age) * GEOCODE
	Depth, reference [m] (Depth ref) * PI: Alley, Richard B (https://orcid.org/0000-0003-1833-0115, ralley@essc.psu.edu) * METHOD/DEVICE: Calculated from conductivity
	Depth, reference [m] (Depth ref) * PI: Alley, Richard B (https://orcid.org/0000-0003-1833-0115, ralley@essc.psu.edu) * METHOD/DEVICE: Visual stratigraphy
	Age [a AD/CE] (Age) * PI: Alley, Richard B (https://orcid.org/0000-0003-1833-0115, ralley@essc.psu.edu) * METHOD/DEVICE: Visual stratigraphy * COMMENT: mid-summer pick
	Layer thickness [m] (Thickness) * PI: Alley, Richard B (https://orcid.org/0000-0003-1833-0115, ralley@essc.psu.edu) * METHOD/DEVICE: Calculated * COMMENT: true layer thickness
	Layer thickness [m] (Thickness) * PI: Alley, Richard B (https://orcid.org/0000-0003-1833-0115, ralley@essc.psu.edu) * METHOD/DEVICE: Calculated * COMMENT: ice equivalent layer thickness
	Density [g/cm**3] (Density) * PI: Alley, Richard B (https://orcid.org/0000-0003-1833-0115, ralley@essc.psu.edu) * METHOD/DEVICE: Pycnometer (Micromeritics)
	Factor (Factor) * PI: Alley, Richard B (https://orcid.org/0000-0003-1833-0115, ralley@essc.psu.edu) * METHOD/DEVICE: Calculated * COMMENT: Factor A = (accum)/(layer thickness)
	Correction (corr) * PI: Alley, Richard B (https://orcid.org/0000-0003-1833-0115, ralley@essc.psu.edu)
	Interval comments (Interval comm) * PI: Alley, Richard B (https://orcid.org/0000-0003-1833-0115, ralley@essc.psu.edu) * METHOD/DEVICE: Visual description
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	8237 data points
*/
Age [ka BP]	Depth ref [m] (Calculated from conductivity)	Depth ref [m] (Visual stratigraphy)	Age [a AD/CE] (mid-summer pick, Visual strat...)	Thickness [m] (true layer thickness, Calculated)	Thickness [m] (ice equivalent layer thicknes...)	Density [g/cm**3] (Pycnometer (Micromeritics))	Factor (Factor A = (accum)/(layer thi...)	corr	Interval comm (Visual description)
1.05000	284.23	284.27	900	0.1900	0.1740	0.918	1.095	0.191	
1.05100	284.49	284.48	899	0.2100	0.1930	0.918	1.095	0.211	
1.05200	284.69	284.71	898	0.2300	0.2110	0.918	1.096	0.231	
1.05300	284.90	284.93	897	0.2200	0.2020	0.918	1.096	0.221	
1.05400	285.19	285.19	896	0.2600	0.2390	0.918	1.096	0.262	long year
1.05500	285.42	285.42	895	0.2300	0.2110	0.918	1.096	0.231	
1.05600	285.73	285.71	894	0.2900	0.2660	0.918	1.096	0.292	
1.05700	286.01	286.05	893	0.3400	0.3120	0.918	1.096	0.342	
1.05800	286.30	286.30	892	0.2500	0.2300	0.918	1.096	0.252	
1.05900	286.55	286.68	891	0.3800	0.3490	0.918	1.096	0.382	
1.06000	286.85	286.86	890	0.1800	0.1650	0.918	1.096	0.181	
1.06100	287.11	287.08	889	0.2200	0.2020	0.918	1.097	0.221	
1.06200	287.35	287.45	888	0.3700	0.3400	0.918	1.097	0.373	long year
1.06300	287.57	287.61	887	0.1600	0.1470	0.918	1.097	0.161	
1.06400	287.77	287.83	886	0.2200	0.2020	0.918	1.097	0.222	
1.06500	288.01	288.03	885	0.2000	0.1840	0.918	1.097	0.201	
1.06600	288.25	288.20	884	0.1700	0.1560	0.918	1.097	0.171	
1.06700	288.40	288.35	883	0.1500	0.1380	0.918	1.097	0.151	
1.06800	288.63	288.68	882	0.3300	0.3030	0.918	1.097	0.332	
1.06900	288.85	288.92	881	0.2400	0.2200	0.918	1.097	0.242	
1.07000	289.00	289.07	880	0.1500	0.1380	0.918	1.097	0.151	
1.07100	289.39	289.26	879	0.1900	0.1740	0.918	1.098	0.191	
1.07200	289.53	289.62	878	0.3600	0.3300	0.918	1.098	0.363	
1.07300	289.77	289.79	877	0.1700	0.1560	0.918	1.098	0.171	
1.07400	289.97	289.96	876	0.1700	0.1560	0.918	1.098	0.171	
1.07500	290.33	290.27	875	0.3100	0.2850	0.918	1.098	0.312	
1.07600	290.58	290.58	874	0.3100	0.2850	0.918	1.098	0.312	
1.07700	290.73	290.74	873	0.1600	0.1470	0.918	1.098	0.161	
1.07800	290.94	290.97	872	0.2300	0.2110	0.918	1.098	0.232	
1.07900	291.17	291.17	871	0.2000	0.1840	0.918	1.098	0.202	
1.08000	291.36	291.42	870	0.2500	0.2300	0.918	1.098	0.252	
1.08100	291.72	291.73	869	0.3100	0.2850	0.918	1.099	0.313	
1.08200	291.93	291.96	868	0.2300	0.2110	0.918	1.099	0.232	
1.08300	292.23	292.18	867	0.2200	0.2020	0.918	1.099	0.222	
1.08400	292.41	292.40	866	0.2200	0.2020	0.918	1.099	0.222	
1.08500	292.67	292.68	865	0.2800	0.2570	0.918	1.099	0.282	
1.08600	292.87	292.86	864	0.1800	0.1650	0.918	1.099	0.182	
1.08700	293.15	293.11	863	0.2500	0.2300	0.918	1.099	0.252	
1.08800	293.43	293.39	862	0.2800	0.2570	0.918	1.099	0.283	
1.08900	293.61	293.66	861	0.2700	0.2480	0.918	1.099	0.273	
1.09000	293.92	293.91	860	0.2500	0.2300	0.918	1.100	0.252	
1.09100	294.10	294.16	859	0.2500	0.2300	0.918	1.100	0.252	
1.09200	294.38	294.38	858	0.2200	0.2020	0.918	1.100	0.222	
1.09300	294.75	294.75	857	0.3700	0.3400	0.918	1.100	0.374	
1.09400	294.95	294.98	856	0.2300	0.2110	0.918	1.100	0.232	
1.09500	295.22	295.24	855	0.2600	0.2390	0.918	1.100	0.263	
1.09600	295.42	295.41	854	0.1700	0.1560	0.918	1.100	0.172	
1.09700	295.70	295.74	853	0.3300	0.3030	0.918	1.100	0.333	
1.09800	295.95	295.99	852	0.2500	0.2300	0.918	1.100	0.253	
1.09900	296.22	296.16	851	0.1700	0.1560	0.918	1.101	0.172	
1.10000	296.38	296.37	850	0.2100	0.1930	0.918	1.101	0.212	
1.10100	296.62	296.62	849	0.2500	0.2300	0.918	1.101	0.253	
1.10200	296.76	296.79	848	0.1700	0.1560	0.918	1.101	0.172	
1.10300	296.96	296.98	847	0.1900	0.1740	0.918	1.101	0.192	
1.10400	297.24	297.27	846	0.2900	0.2660	0.918	1.101	0.293	.29 bubble-poor melt
1.10500	297.49	297.52	845	0.2500	0.2300	0.918	1.101	0.253	
1.10600	297.78	297.72	844	0.2000	0.1840	0.918	1.101	0.202	
1.10700	297.94	297.93	843	0.2100	0.1930	0.918	1.101	0.212	
1.10800	298.18	298.19	842	0.2600	0.2390	0.918	1.101	0.263	
1.10900	298.44	298.46	841	0.2700	0.2480	0.918	1.102	0.273	
1.11000	298.64	298.67	840	0.2100	0.1930	0.918	1.102	0.212	
1.11100	298.96	298.92	839	0.2500	0.2300	0.918	1.102	0.253	
1.11200	299.22	299.13	838	0.2100	0.1930	0.918	1.102	0.212	299.21-.44 fractured
1.11300	299.40	299.38	837	0.2500	0.2300	0.918	1.102	0.253	Extrapolated Depth
1.11400	299.68	299.62	836	0.2400	0.2200	0.918	1.102	0.243	
1.11500	299.88	299.90	835	0.2800	0.2570	0.918	1.102	0.283	
1.11600	300.20	300.21	834	0.3100	0.2850	0.918	1.102	0.314	
1.11700	300.44	300.47	833	0.2600	0.2390	0.918	1.102	0.263	
1.11800	300.66	300.71	832	0.2400	0.2200	0.918	1.102	0.243	
1.11900	300.86	300.91	831	0.2000	0.1840	0.918	1.103	0.202	
1.12000	301.16	301.14	830	0.2300	0.2110	0.918	1.103	0.233	.33-.88 chips
1.12100		301.41	829	0.2700	0.2480	0.918	1.103	0.273	Extrapolated Depth
1.12200		301.68	828	0.2700	0.2480	0.918	1.103	0.273	Extrapolated Depth
1.12300	301.97	301.95	827	0.2700	0.2480	0.918	1.103	0.273	
1.12400	302.13	302.12	826	0.1700	0.1560	0.918	1.103	0.172	
1.12500	302.29	302.40	825	0.2800	0.2570	0.918	1.103	0.284	
1.12600	302.63	302.65	824	0.2500	0.2300	0.918	1.103	0.253	
1.12700	302.79	302.82	823	0.1700	0.1560	0.918	1.103	0.172	
1.12800	303.01	303.01	822	0.1900	0.1740	0.918	1.104	0.192	
1.12900	303.25	303.26	821	0.2500	0.2300	0.918	1.104	0.253	
1.13000	303.39	303.47	820	0.2100	0.1930	0.918	1.104	0.213	
1.13100	303.67	303.67	819	0.2000	0.1840	0.918	1.104	0.203	
1.13200	303.92	303.89	818	0.2200	0.2020	0.918	1.104	0.223	
1.13300	304.13	304.02	817	0.1300	0.1190	0.918	1.104	0.132	
1.13400	304.33	304.31	816	0.2900	0.2660	0.918	1.104	0.294	
1.13500	304.51	304.58	815	0.2700	0.2480	0.918	1.104	0.274	
1.13600	304.77	304.79	814	0.2100	0.1930	0.918	1.104	0.213	
1.13700	305.10	305.05	813	0.2600	0.2390	0.918	1.104	0.264	
1.13800	305.27	305.27	812	0.2200	0.2020	0.918	1.105	0.223	
1.13900	305.47	305.51	811	0.2400	0.2200	0.918	1.105	0.243	
1.14000	305.69	305.68	810	0.1700	0.1560	0.918	1.105	0.172	
1.14100	305.94	305.95	809	0.2700	0.2480	0.918	1.105	0.274	
1.14200	306.10	306.23	808	0.2800	0.2570	0.918	1.105	0.284	
1.14300	306.55	306.51	807	0.2800	0.2570	0.918	1.105	0.284	
1.14400	306.73	306.76	806	0.2500	0.2300	0.918	1.105	0.254	.85-307.15 fractured
1.14500	306.89	306.96	805	0.2000	0.1840	0.918	1.105	0.203	Extrapolated Depth
1.14600	307.23	307.16	804	0.2000	0.1840	0.918	1.105	0.203	questionable
1.14700	307.45	307.47	803	0.3100	0.2850	0.918	1.105	0.315	
1.14800	307.75	307.69	802	0.2200	0.2020	0.918	1.106	0.223	
1.14900	307.89	307.92	801	0.2300	0.2110	0.918	1.106	0.233	
1.15000	308.13	308.13	800	0.2100	0.1930	0.918	1.106	0.213	
1.15100	308.32	308.34	799	0.2100	0.1930	0.918	1.106	0.213	
1.15200	308.64	308.60	798	0.2600	0.2390	0.918	1.106	0.264	
1.15300	308.82	308.85	797	0.2500	0.2300	0.918	1.106	0.254	
1.15400	309.10	309.10	796	0.2500	0.2300	0.918	1.106	0.254	
1.15500	309.31	309.33	795	0.2300	0.2110	0.918	1.106	0.234	
1.15600	309.48	309.54	794	0.2100	0.1930	0.918	1.106	0.213	
1.15700	309.70	309.73	793	0.1900	0.1740	0.918	1.106	0.193	
1.15800	309.90	309.93	792	0.2000	0.1840	0.918	1.107	0.203	
1.15900	310.08	310.08	791	0.1500	0.1380	0.919	1.107	0.153	
1.16000	310.31	310.30	790	0.2200	0.2020	0.919	1.107	0.224	
1.16100	310.51	310.53	789	0.2300	0.2110	0.919	1.107	0.234	
1.16200	310.78	310.78	788	0.2500	0.2300	0.919	1.107	0.254	
1.16300	311.04	311.04	787	0.2600	0.2390	0.919	1.107	0.265	
1.16400	311.20	311.25	786	0.2100	0.1930	0.919	1.107	0.214	
1.16500	311.42	311.50	785	0.2500	0.2300	0.919	1.107	0.254	
1.16600	311.68	311.69	784	0.1900	0.1750	0.919	1.107	0.193	
1.16700	311.99	311.98	783	0.2900	0.2670	0.919	1.107	0.295	
1.16800	312.24	312.21	782	0.2300	0.2110	0.919	1.108	0.234	
1.16900	312.40		781	0.1900	0.1750	0.919	1.108	0.193	No Strat
1.17000	312.62	312.68	780	0.2800	0.2570	0.919	1.108	0.285	long year
1.17100	312.96	312.86	779	0.1800	0.1650	0.919	1.108	0.183	
1.17200	313.09	313.06	778	0.2000	0.1840	0.919	1.108	0.204	
1.17300	313.24	313.27	777	0.2100	0.1930	0.919	1.108	0.214	
1.17400		313.52	776	0.2500	0.2300	0.919	1.108	0.255	No ECM
1.17500	313.68	313.72	775	0.2000	0.1840	0.919	1.108	0.204	questionable
1.17600	313.94	313.94	774	0.2200	0.2020	0.919	1.108	0.224	.92-.94 melt zone
1.17700	314.12	314.14	773	0.2000	0.1840	0.919	1.108	0.204	
1.17800	314.41	314.37	772	0.2300	0.2110	0.919	1.109	0.234	
1.17900	314.61	314.63	771	0.2600	0.2390	0.919	1.109	0.265	
1.18000	314.85	314.87	770	0.2400	0.2210	0.919	1.109	0.245	
1.18100	315.11	315.14	769	0.2700	0.2480	0.919	1.109	0.275	.12 melt layer
1.18200	315.50	315.51	768	0.3700	0.3400	0.919	1.109	0.377	
1.18300	315.72	315.68	767	0.1700	0.1560	0.919	1.109	0.173	
1.18400	315.94	315.92	766	0.2400	0.2210	0.919	1.109	0.245	
1.18500	316.24	316.17	765	0.2500	0.2300	0.919	1.109	0.255	
1.18600	316.42	316.41	764	0.2400	0.2210	0.919	1.109	0.245	
1.18700	316.64	316.61	763	0.2000	0.1840	0.919	1.110	0.204	
1.18800	316.86	316.87	762	0.2600	0.2390	0.919	1.110	0.265	
1.18900	317.10	317.10	761	0.2300	0.2110	0.919	1.110	0.235	
1.19000	317.32	317.38	760	0.2800	0.2570	0.919	1.110	0.286	
1.19100		317.72	759	0.3400	0.3120	0.919	1.110	0.347	No ECM
1.19200	317.82	317.88	758	0.1600	0.1470	0.919	1.110	0.163	
1.19300	318.08	318.09	757	0.2100	0.1930	0.919	1.110	0.214	
1.19400	318.22	318.33	756	0.2400	0.2210	0.919	1.110	0.245	
1.19500	318.52	318.54	755	0.2100	0.1930	0.919	1.110	0.214	
1.19600	318.74	318.74	754	0.2000	0.1840	0.919	1.111	0.204	
1.19700	318.94	319.01	753	0.2700	0.2480	0.919	1.111	0.276	
1.19800	319.20	319.20	752	0.1900	0.1750	0.919	1.111	0.194	
1.19900	319.44	319.46	751	0.2600	0.2390	0.919	1.111	0.265	
1.20000	319.74	319.74	750	0.2800	0.2570	0.919	1.111	0.286	
1.20100	320.03	319.98	749	0.2400	0.2210	0.919	1.111	0.245	
1.20200	320.15	320.15	748	0.1700	0.1560	0.919	1.111	0.174	
1.20300	320.32	320.38	747	0.2300	0.2110	0.919	1.111	0.235	
1.20400	320.77	320.76	746	0.3800	0.3490	0.919	1.111	0.388	
1.20500	321.01	321.02	745	0.2600	0.2390	0.919	1.112	0.266	
1.20600	321.26	321.26	744	0.2400	0.2210	0.919	1.112	0.245	
1.20700	321.49	321.47	743	0.2100	0.1930	0.919	1.112	0.215	
1.20800	321.68	321.68	742	0.2100	0.1930	0.919	1.112	0.215	
1.20900	321.92	321.91	741	0.2300	0.2110	0.919	1.112	0.235	
1.21000	322.09	322.13	740	0.2200	0.2020	0.919	1.112	0.225	
1.21100	322.34	322.35	739	0.2200	0.2020	0.919	1.112	0.225	
1.21200	322.53	322.55	738	0.2000	0.1840	0.919	1.112	0.204	
1.21300	322.75	322.76	737	0.2100	0.1930	0.919	1.112	0.215	
1.21400	322.97	322.97	736	0.2100	0.1930	0.919	1.112	0.215	
1.21500	323.17	323.19	735	0.2200	0.2020	0.919	1.113	0.225	
1.21600	323.41	323.43	734	0.2400	0.2210	0.919	1.113	0.245	
1.21700	323.57	323.60	733	0.1700	0.1560	0.919	1.113	0.174	
1.21800	323.78	323.80	732	0.2000	0.1840	0.919	1.113	0.205	
1.21900	323.95	323.98	731	0.1800	0.1650	0.919	1.113	0.184	questionable
1.22000	324.16	324.19	730	0.2100	0.1930	0.919	1.113	0.215	
1.22100	324.36	324.41	729	0.2200	0.2020	0.919	1.113	0.225	
1.22200	324.57	324.59	728	0.1800	0.1650	0.919	1.113	0.184	
1.22300	324.78	324.88	727	0.2900	0.2670	0.919	1.113	0.297	
1.22400		325.03	726	0.1500	0.1380	0.919	1.113	0.153	No ECM
1.22500	325.14	325.22	725	0.1900	0.1750	0.919	1.113	0.194	
1.22600	325.40	325.39	724	0.1700	0.1560	0.919	1.114	0.174	
1.22700	325.62	325.62	723	0.2300	0.2110	0.919	1.114	0.235	
1.22800	325.80	325.78	722	0.1600	0.1470	0.919	1.114	0.164	questionable
1.22900	325.97	326.07	721	0.2900	0.2670	0.919	1.114	0.297	
1.23000	326.21	326.29	720	0.2200	0.2020	0.919	1.114	0.225	
1.23100	326.47	326.46	719	0.1700	0.1560	0.919	1.114	0.174	
1.23200	326.71	326.64	718	0.1800	0.1650	0.919	1.114	0.184	
1.23300	326.77	326.77	717	0.1300	0.1190	0.919	1.114	0.133	questionable
1.23400	326.93	326.97	716	0.2000	0.1840	0.919	1.114	0.205	
1.23500	327.11	327.14	715	0.1700	0.1560	0.919	1.114	0.174	
1.23600	327.35	327.37	714	0.2300	0.2110	0.919	1.114	0.236	
1.23700	327.56	327.69	713	0.3200	0.2940	0.919	1.115	0.328	
1.23800	327.89	327.88	712	0.1900	0.1750	0.919	1.115	0.195	
1.23900	328.02	328.09	711	0.2100	0.1930	0.919	1.115	0.215	
1.24000	328.40	328.32	710	0.2300	0.2110	0.919	1.115	0.236	
1.24100	328.66	328.57	709	0.2500	0.2300	0.919	1.115	0.256	
1.24200	328.78	328.85	708	0.2800	0.2570	0.919	1.115	0.287	
1.24300	328.98	329.04	707	0.1900	0.1750	0.919	1.115	0.195	
1.24400	329.22	329.18	706	0.1400	0.1290	0.919	1.115	0.143	
1.24500	329.39	329.43	705	0.2500	0.2300	0.919	1.115	0.256	
1.24600	329.66	329.66	704	0.2300	0.2110	0.919	1.115	0.236	
1.24700	329.96	329.94	703	0.2800	0.2570	0.919	1.116	0.287	
1.24800	330.29	330.30	702	0.3600	0.3310	0.919	1.116	0.369	
1.24900	330.51	330.50	701	0.2000	0.1840	0.919	1.116	0.205	
1.25000	330.74	330.72	700	0.2200	0.2020	0.919	1.116	0.226	questionable
1.25100	330.96	331.02	699	0.3000	0.2760	0.919	1.116	0.308	
1.25200	331.18	331.17	698	0.1500	0.1380	0.919	1.116	0.154	
1.25300	331.42	331.42	697	0.2500	0.2300	0.919	1.116	0.256	
1.25400	331.60	331.65	696	0.2300	0.2110	0.919	1.116	0.236	
1.25500	331.82	331.86	695	0.2100	0.1930	0.919	1.116	0.215	
1.25600	332.15	332.21	694	0.3500	0.3220	0.919	1.117	0.359	
1.25700	332.39	332.40	693	0.1900	0.1750	0.919	1.117	0.195	
1.25800	332.65	332.65	692	0.2500	0.2300	0.919	1.117	0.257	
1.25900	332.85	332.92	691	0.2700	0.2480	0.919	1.117	0.277	
1.26000	333.07	333.07	690	0.1500	0.1380	0.919	1.117	0.154	
1.26100	333.27	333.33	689	0.2600	0.2390	0.919	1.117	0.267	
1.26200	333.54	333.51	688	0.1800	0.1650	0.919	1.117	0.185	
1.26300	333.66	333.66	687	0.1500	0.1380	0.919	1.117	0.154	
1.26400	333.94	333.98	686	0.3200	0.2940	0.919	1.117	0.329	
1.26500		334.17	685	0.1900	0.1750	0.919	1.118	0.195	
1.26600		334.53	684	0.3600	0.3310	0.919	1.118	0.370	questionable .33-.71 fractured
